,free_win_rate,paid_win_rate,place,total_paid,win_rate,overall.first,overall.races,overall.second,overall.third,horse_id
0,0.0,0.0,0.0,0.0,0.0,0,19,0,0,427160
0,8.2,0.0,20.8,0.0,8.0,10,125,9,7,427163
0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,427165
0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,427166
0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,427167
0,7.14,0.0,14.29,0.0,7.14,1,14,1,0,427168
0,2.56,0.0,7.69,0.0,2.56,1,39,1,1,427169
0,3.85,0.0,3.85,0.0,3.85,1,26,0,0,427170
0,5.75,7.8,24.01,0.5575,6.48,75,1158,101,102,33955
0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,427172
0,6.25,0.0,14.58,0.0,6.25,3,48,2,2,427173
0,10.34,5.36,25.22,0.062216,9.13,21,230,16,21,33957
0,0.0,0.0,15.79,0.0,0.0,0,38,5,1,427177
0,0.0,0.0,12.5,0.0,0.0,0,32,2,2,427178
0,12.5,0.0,21.15,0.026975,11.54,6,52,4,1,427179
0,9.46,14.98,31.91,2.25394041,11.43,177,1548,152,165,427183
0,22.73,0.0,31.82,0.0,22.73,5,22,0,2,427186
0,0.0,0.0,6.25,0.0,0.0,0,16,1,0,427187
0,11.54,0.0,34.62,0.0,11.54,3,26,4,2,427189
0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,427190
0,12.0,0.0,22.88,0.00168,11.76,18,153,9,8,427197
0,0.0,0.0,4.76,0.0,0.0,0,21,1,0,427199
0,9.48,6.67,25.19,0.02655905,9.16,12,131,12,9,427204
0,2.69,0.0,20.38,0.0,2.69,7,260,17,29,427206
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,427211
0,12.99,0.0,18.52,0.0747402,12.35,10,81,3,2,427212
0,11.94,0.0,26.03,0.005928,10.96,8,73,8,3,296143
0,12.5,0.0,27.5,0.00217005,12.5,5,40,4,2,427215
0,2.5,0.0,5.0,0.0,2.5,1,40,1,0,427218
0,4.55,0.0,8.7,0.0,4.35,1,23,1,0,296148
0,6.81,0.0,22.51,0.00513,6.81,13,191,14,16,427224
0,12.31,0.0,27.69,0.0,12.31,8,65,5,5,427225
0,0.0,0.0,8.33,0.001385,0.0,0,24,1,1,34008
0,0.0,7.14,9.68,0.010357,3.23,1,31,1,1,34016
0,7.41,0.0,29.09,0.01638,7.27,4,55,5,7,427232
0,6.06,0.0,28.91,0.02109935,5.69,12,211,22,27,427234
0,5.36,0.0,13.39,0.07407,5.36,6,112,2,7,427235
0,6.72,0.0,20.97,0.0016983,6.45,8,124,5,13,427236
0,5.96,6.25,24.3,0.05539635,5.98,15,251,21,25,427237
0,1.61,0.0,17.74,0.0,1.61,1,62,6,4,427239
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,427245
0,3.03,0.0,22.16,0.0082,2.99,5,167,12,20,427251
0,4.07,0.0,18.12,0.001385,3.99,11,276,11,28,165107
0,5.0,0.0,22.5,0.0,5.0,2,40,5,2,427253
0,7.75,0.0,21.11,0.0849911,7.61,22,289,21,18,427254
0,0.0,0.0,13.64,0.0127,0.0,0,22,2,1,427255
0,7.07,12.5,21.5,0.020745,7.48,8,107,5,10,427256
0,2.68,0.0,18.75,0.00051,2.68,6,224,13,23,165109
0,1.56,0.0,10.94,0.0,1.56,1,64,4,2,427258
0,3.68,0.0,17.65,0.017895,3.64,13,357,22,28,34046
0,15.38,0.0,20.0,0.0132,13.33,4,30,2,0,427263
0,1.25,0.0,25.88,0.00432,1.18,1,85,13,8,427267
0,1.32,0.0,14.2,0.00456,1.18,2,169,9,13,165126
0,12.65,8.35,27.43,1.10606696,10.25,77,751,72,57,427271
0,11.54,0.0,18.52,0.02244,11.11,3,27,2,0,427273
0,11.86,8.86,24.39,0.255798,10.96,58,529,47,24,427274
